   11.000999999999999     
  0.10000000000000001              501
   0.4093969798   0.0000000000   0.0000000000
   0.4091970726   0.0000000000   0.0000000000
   0.4089968681   0.0000000000   0.0000000000
   0.4087963648   0.0000000000   0.0000000000
   0.4085955616   0.0000000000   0.0000000000
   0.4083944580   0.0000000000   0.0000000000
   0.4081930522   0.0000000000   0.0000000000
   0.4079913437   0.0000000000   0.0000000000
   0.4077893312   0.0000000000   0.0000000000
   0.4075870136   0.0000000000   0.0000000000
   0.4073843900   0.0000000000   0.0000000000
   0.4071814593   0.0000000000   0.0000000000
   0.4069782203   0.0000000000   0.0000000000
   0.4067746719   0.0000000000   0.0000000000
   0.4065708130   0.0000000000   0.0000000000
   0.4063666425   0.0000000000   0.0000000000
   0.4061621594   0.0000000000   0.0000000000
   0.4059573625   0.0000000000   0.0000000000
   0.4057522505   0.0000000000   0.0000000000
   0.4055468225   0.0000000000   0.0000000000
   0.4053410774   0.0000000000   0.0000000000
   0.4051350139   0.0000000000   0.0000000000
   0.4049286308   0.0000000000   0.0000000000
   0.4047219272   0.0000000000   0.0000000000
   0.4045149016   0.0000000000   0.0000000000
   0.4043075531   0.0000000000   0.0000000000
   0.4040998804   0.0000000000   0.0000000000
   0.4038918823   0.0000000000   0.0000000000
   0.4036835576   0.0000000000   0.0000000000
   0.4034749052   0.0000000000   0.0000000000
   0.4032659238   0.0000000000   0.0000000000
   0.4030566123   0.0000000000   0.0000000000
   0.4028469693   0.0000000000   0.0000000000
   0.4026369936   0.0000000000   0.0000000000
   0.4024266842   0.0000000000   0.0000000000
   0.4022160396   0.0000000000   0.0000000000
   0.4020050586   0.0000000000   0.0000000000
   0.4017937401   0.0000000000   0.0000000000
   0.4015820828   0.0000000000   0.0000000000
   0.4013700851   0.0000000000   0.0000000000
   0.4011577461   0.0000000000   0.0000000000
   0.4009450644   0.0000000000   0.0000000000
   0.4007320386   0.0000000000   0.0000000000
   0.4005186677   0.0000000000   0.0000000000
   0.4003049500   0.0000000000   0.0000000000
   0.4000908844   0.0000000000   0.0000000000
   0.3998764695   0.0000000000   0.0000000000
   0.3996617041   0.0000000000   0.0000000000
   0.3994465868   0.0000000000   0.0000000000
   0.3992311160   0.0000000000   0.0000000000
   0.3990152907   0.0000000000   0.0000000000
   0.3987991094   0.0000000000   0.0000000000
   0.3985825707   0.0000000000   0.0000000000
   0.3983656732   0.0000000000   0.0000000000
   0.3981484155   0.0000000000   0.0000000000
   0.3979307964   0.0000000000   0.0000000000
   0.3977128142   0.0000000000   0.0000000000
   0.3974944678   0.0000000000   0.0000000000
   0.3972757554   0.0000000000   0.0000000000
   0.3970566758   0.0000000000   0.0000000000
   0.3968372276   0.0000000000   0.0000000000
   0.3966174091   0.0000000000   0.0000000000
   0.3963972191   0.0000000000   0.0000000000
   0.3961766561   0.0000000000   0.0000000000
   0.3959557184   0.0000000000   0.0000000000
   0.3957344049   0.0000000000   0.0000000000
   0.3955127137   0.0000000000   0.0000000000
   0.3952906435   0.0000000000   0.0000000000
   0.3950681927   0.0000000000   0.0000000000
   0.3948453599   0.0000000000   0.0000000000
   0.3946221435   0.0000000000   0.0000000000
   0.3943985420   0.0000000000   0.0000000000
   0.3941745536   0.0000000000   0.0000000000
   0.3939501769   0.0000000000   0.0000000000
   0.3937254105   0.0000000000   0.0000000000
   0.3935002528   0.0000000000   0.0000000000
   0.3932747018   0.0000000000   0.0000000000
   0.3930487562   0.0000000000   0.0000000000
   0.3928224144   0.0000000000   0.0000000000
   0.3925956748   0.0000000000   0.0000000000
   0.3923685355   0.0000000000   0.0000000000
   0.3921409951   0.0000000000   0.0000000000
   0.3919130520   0.0000000000   0.0000000000
   0.3916847042   0.0000000000   0.0000000000
   0.3914559504   0.0000000000   0.0000000000
   0.3912267887   0.0000000000   0.0000000000
   0.3909972174   0.0000000000   0.0000000000
   0.3907672348   0.0000000000   0.0000000000
   0.3905368393   0.0000000000   0.0000000000
   0.3903060290   0.0000000000   0.0000000000
   0.3900748023   0.0000000000   0.0000000000
   0.3898431572   0.0000000000   0.0000000000
   0.3896110922   0.0000000000   0.0000000000
   0.3893786054   0.0000000000   0.0000000000
   0.3891456949   0.0000000000   0.0000000000
   0.3889123591   0.0000000000   0.0000000000
   0.3886785961   0.0000000000   0.0000000000
   0.3884444041   0.0000000000   0.0000000000
   0.3882097812   0.0000000000   0.0000000000
   0.3879747255   0.0000000000   0.0000000000
   0.3877392353   0.0000000000   0.0000000000
   0.3875033085   0.0000000000   0.0000000000
   0.3872669433   0.0000000000   0.0000000000
   0.3870301379   0.0000000000   0.0000000000
   0.3867928902   0.0000000000   0.0000000000
   0.3865551985   0.0000000000   0.0000000000
   0.3863170607   0.0000000000   0.0000000000
   0.3860784748   0.0000000000   0.0000000000
   0.3858394388   0.0000000000   0.0000000000
   0.3855999510   0.0000000000   0.0000000000
   0.3853600090   0.0000000000   0.0000000000
   0.3851196111   0.0000000000   0.0000000000
   0.3848787552   0.0000000000   0.0000000000
   0.3846374391   0.0000000000   0.0000000000
   0.3843956609   0.0000000000   0.0000000000
   0.3841534185   0.0000000000   0.0000000000
   0.3839107099   0.0000000000   0.0000000000
   0.3836675328   0.0000000000   0.0000000000
   0.3834238851   0.0000000000   0.0000000000
   0.3831797649   0.0000000000   0.0000000000
   0.3829351697   0.0000000000   0.0000000000
   0.3826900978   0.0000000000   0.0000000000
   0.3824445466   0.0000000000   0.0000000000
   0.3821985143   0.0000000000   0.0000000000
   0.3819519983   0.0000000000   0.0000000000
   0.3817049966   0.0000000000   0.0000000000
   0.3814575068   0.0000000000   0.0000000000
   0.3812095269   0.0000000000   0.0000000000
   0.3809610545   0.0000000000   0.0000000000
   0.3807120871   0.0000000000   0.0000000000
   0.3804626227   0.0000000000   0.0000000000
   0.3802126589   0.0000000000   0.0000000000
   0.3799621933   0.0000000000   0.0000000000
   0.3797112235   0.0000000000   0.0000000000
   0.3794597473   0.0000000000   0.0000000000
   0.3792077621   0.0000000000   0.0000000000
   0.3789552657   0.0000000000   0.0000000000
   0.3787022556   0.0000000000   0.0000000000
   0.3784487292   0.0000000000   0.0000000000
   0.3781946840   0.0000000000   0.0000000000
   0.3779401180   0.0000000000   0.0000000000
   0.3776850281   0.0000000000   0.0000000000
   0.3774294123   0.0000000000   0.0000000000
   0.3771732676   0.0000000000   0.0000000000
   0.3769165916   0.0000000000   0.0000000000
   0.3766593819   0.0000000000   0.0000000000
   0.3764016358   0.0000000000   0.0000000000
   0.3761433506   0.0000000000   0.0000000000
   0.3758845236   0.0000000000   0.0000000000
   0.3756251525   0.0000000000   0.0000000000
   0.3753652343   0.0000000000   0.0000000000
   0.3751047661   0.0000000000   0.0000000000
   0.3748437458   0.0000000000   0.0000000000
   0.3745821702   0.0000000000   0.0000000000
   0.3743200366   0.0000000000   0.0000000000
   0.3740573424   0.0000000000   0.0000000000
   0.3737940844   0.0000000000   0.0000000000
   0.3735302603   0.0000000000   0.0000000000
   0.3732658669   0.0000000000   0.0000000000
   0.3730009013   0.0000000000   0.0000000000
   0.3727353608   0.0000000000   0.0000000000
   0.3724692423   0.0000000000   0.0000000000
   0.3722025430   0.0000000000   0.0000000000
   0.3719352600   0.0000000000   0.0000000000
   0.3716673900   0.0000000000   0.0000000000
   0.3713989302   0.0000000000   0.0000000000
   0.3711298775   0.0000000000   0.0000000000
   0.3708602289   0.0000000000   0.0000000000
   0.3705899813   0.0000000000   0.0000000000
   0.3703191316   0.0000000000   0.0000000000
   0.3700476765   0.0000000000   0.0000000000
   0.3697756131   0.0000000000   0.0000000000
   0.3695029379   0.0000000000   0.0000000000
   0.3692296481   0.0000000000   0.0000000000
   0.3689557400   0.0000000000   0.0000000000
   0.3686812105   0.0000000000   0.0000000000
   0.3684060564   0.0000000000   0.0000000000
   0.3681302744   0.0000000000   0.0000000000
   0.3678538608   0.0000000000   0.0000000000
   0.3675768128   0.0000000000   0.0000000000
   0.3672991263   0.0000000000   0.0000000000
   0.3670207984   0.0000000000   0.0000000000
   0.3667418254   0.0000000000   0.0000000000
   0.3664622040   0.0000000000   0.0000000000
   0.3661819304   0.0000000000   0.0000000000
   0.3659010012   0.0000000000   0.0000000000
   0.3656194128   0.0000000000   0.0000000000
   0.3653371614   0.0000000000   0.0000000000
   0.3650542436   0.0000000000   0.0000000000
   0.3647706556   0.0000000000   0.0000000000
   0.3644863936   0.0000000000   0.0000000000
   0.3642014540   0.0000000000   0.0000000000
   0.3639158330   0.0000000000   0.0000000000
   0.3636295269   0.0000000000   0.0000000000
   0.3633425316   0.0000000000   0.0000000000
   0.3630548432   0.0000000000   0.0000000000
   0.3627664581   0.0000000000   0.0000000000
   0.3624773719   0.0000000000   0.0000000000
   0.3621875812   0.0000000000   0.0000000000
   0.3618970814   0.0000000000   0.0000000000
   0.3616058689   0.0000000000   0.0000000000
   0.3613139392   0.0000000000   0.0000000000
   0.3610212884   0.0000000000   0.0000000000
   0.3607279124   0.0000000000   0.0000000000
   0.3604338067   0.0000000000   0.0000000000
   0.3601389674   0.0000000000   0.0000000000
   0.3598433901   0.0000000000   0.0000000000
   0.3595470704   0.0000000000   0.0000000000
   0.3592500040   0.0000000000   0.0000000000
   0.3589521864   0.0000000000   0.0000000000
   0.3586536131   0.0000000000   0.0000000000
   0.3583542800   0.0000000000   0.0000000000
   0.3580541820   0.0000000000   0.0000000000
   0.3577533151   0.0000000000   0.0000000000
   0.3574516743   0.0000000000   0.0000000000
   0.3571492551   0.0000000000   0.0000000000
   0.3568460528   0.0000000000   0.0000000000
   0.3565420626   0.0000000000   0.0000000000
   0.3562372796   0.0000000000   0.0000000000
   0.3559316992   0.0000000000   0.0000000000
   0.3556253163   0.0000000000   0.0000000000
   0.3553181262   0.0000000000   0.0000000000
   0.3550101237   0.0000000000   0.0000000000
   0.3547013039   0.0000000000   0.0000000000
   0.3543916617   0.0000000000   0.0000000000
   0.3540811918   0.0000000000   0.0000000000
   0.3537698894   0.0000000000   0.0000000000
   0.3534577490   0.0000000000   0.0000000000
   0.3531447653   0.0000000000   0.0000000000
   0.3528309331   0.0000000000   0.0000000000
   0.3525162470   0.0000000000   0.0000000000
   0.3522007015   0.0000000000   0.0000000000
   0.3518842910   0.0000000000   0.0000000000
   0.3515670102   0.0000000000   0.0000000000
   0.3512488533   0.0000000000   0.0000000000
   0.3509298148   0.0000000000   0.0000000000
   0.3506098888   0.0000000000   0.0000000000
   0.3502890697   0.0000000000   0.0000000000
   0.3499673515   0.0000000000   0.0000000000
   0.3496447284   0.0000000000   0.0000000000
   0.3493211945   0.0000000000   0.0000000000
   0.3489967437   0.0000000000   0.0000000000
   0.3486713698   0.0000000000   0.0000000000
   0.3483450669   0.0000000000   0.0000000000
   0.3480178286   0.0000000000   0.0000000000
   0.3476896487   0.0000000000   0.0000000000
   0.3473605209   0.0000000000   0.0000000000
   0.3470304387   0.0000000000   0.0000000000
   0.3466993957   0.0000000000   0.0000000000
   0.3463673852   0.0000000000   0.0000000000
   0.3460344009   0.0000000000   0.0000000000
   0.3457004357   0.0000000000   0.0000000000
   0.3453654831   0.0000000000   0.0000000000
   0.3450295363   0.0000000000   0.0000000000
   0.3446925883   0.0000000000   0.0000000000
   0.3443546320   0.0000000000   0.0000000000
   0.3440156605   0.0000000000   0.0000000000
   0.3436756667   0.0000000000   0.0000000000
   0.3433346434   0.0000000000   0.0000000000
   0.3429925830   0.0000000000   0.0000000000
   0.3426494784   0.0000000000   0.0000000000
   0.3423053221   0.0000000000   0.0000000000
   0.3419601066   0.0000000000   0.0000000000
   0.3416138240   0.0000000000   0.0000000000
   0.3412664669   0.0000000000   0.0000000000
   0.3409180273   0.0000000000   0.0000000000
   0.3405684974   0.0000000000   0.0000000000
   0.3402178691   0.0000000000   0.0000000000
   0.3398661345   0.0000000000   0.0000000000
   0.3395132853   0.0000000000   0.0000000000
   0.3391593132   0.0000000000   0.0000000000
   0.3388042101   0.0000000000   0.0000000000
   0.3384479671   0.0000000000   0.0000000000
   0.3380905760   0.0000000000   0.0000000000
   0.3377320280   0.0000000000   0.0000000000
   0.3373723144   0.0000000000   0.0000000000
   0.3370114262   0.0000000000   0.0000000000
   0.3366493545   0.0000000000   0.0000000000
   0.3362860903   0.0000000000   0.0000000000
   0.3359216243   0.0000000000   0.0000000000
   0.3355559471   0.0000000000   0.0000000000
   0.3351890495   0.0000000000   0.0000000000
   0.3348209218   0.0000000000   0.0000000000
   0.3344515544   0.0000000000   0.0000000000
   0.3340809376   0.0000000000   0.0000000000
   0.3337090614   0.0000000000   0.0000000000
   0.3333359159   0.0000000000   0.0000000000
   0.3329614907   0.0000000000   0.0000000000
   0.3325857758   0.0000000000   0.0000000000
   0.3322087608   0.0000000000   0.0000000000
   0.3318304351   0.0000000000   0.0000000000
   0.3314507879   0.0000000000   0.0000000000
   0.3310698086   0.0000000000   0.0000000000
   0.3306874860   0.0000000000   0.0000000000
   0.3303038093   0.0000000000   0.0000000000
   0.3299187672   0.0000000000   0.0000000000
   0.3295323482   0.0000000000   0.0000000000
   0.3291445408   0.0000000000   0.0000000000
   0.3287553335   0.0000000000   0.0000000000
   0.3283647143   0.0000000000   0.0000000000
   0.3279726712   0.0000000000   0.0000000000
   0.3275791922   0.0000000000   0.0000000000
   0.3271842649   0.0000000000   0.0000000000
   0.3267878769   0.0000000000   0.0000000000
   0.3263900153   0.0000000000   0.0000000000
   0.3259906676   0.0000000000   0.0000000000
   0.3255898206   0.0000000000   0.0000000000
   0.3251874610   0.0000000000   0.0000000000
   0.3247835759   0.0000000000   0.0000000000
   0.3243781514   0.0000000000   0.0000000000
   0.3239711739   0.0000000000   0.0000000000
   0.3235626293   0.0000000000   0.0000000000
   0.3231525036   0.0000000000   0.0000000000
   0.3227407826   0.0000000000   0.0000000000
   0.3223274515   0.0000000000   0.0000000000
   0.3219124959   0.0000000000   0.0000000000
   0.3214959006   0.0000000000   0.0000000000
   0.3210776504   0.0000000000   0.0000000000
   0.3206577302   0.0000000000   0.0000000000
   0.3202361241   0.0000000000   0.0000000000
   0.3198128163   0.0000000000   0.0000000000
   0.3193877910   0.0000000000   0.0000000000
   0.3189610314   0.0000000000   0.0000000000
   0.3185325214   0.0000000000   0.0000000000
   0.3181022439   0.0000000000   0.0000000000
   0.3176701821   0.0000000000   0.0000000000
   0.3172363184   0.0000000000   0.0000000000
   0.3168006354   0.0000000000   0.0000000000
   0.3163631151   0.0000000000   0.0000000000
   0.3159237395   0.0000000000   0.0000000000
   0.3154824900   0.0000000000   0.0000000000
   0.3150393483   0.0000000000   0.0000000000
   0.3145942948   0.0000000000   0.0000000000
   0.3141473108   0.0000000000   0.0000000000
   0.3136983762   0.0000000000   0.0000000000
   0.3132474714   0.0000000000   0.0000000000
   0.3127945761   0.0000000000   0.0000000000
   0.3123396697   0.0000000000   0.0000000000
   0.3118827313   0.0000000000   0.0000000000
   0.3114237396   0.0000000000   0.0000000000
   0.3109626729   0.0000000000   0.0000000000
   0.3104995097   0.0000000000   0.0000000000
   0.3100342272   0.0000000000   0.0000000000
   0.3095668029   0.0000000000   0.0000000000
   0.3090972139   0.0000000000   0.0000000000
   0.3086254362   0.0000000000   0.0000000000
   0.3081514465   0.0000000000   0.0000000000
   0.3076752203   0.0000000000   0.0000000000
   0.3071967329   0.0000000000   0.0000000000
   0.3067159591   0.0000000000   0.0000000000
   0.3062328735   0.0000000000   0.0000000000
   0.3057474500   0.0000000000   0.0000000000
   0.3052596619   0.0000000000   0.0000000000
   0.3047694827   0.0000000000   0.0000000000
   0.3042768846   0.0000000000   0.0000000000
   0.3037818397   0.0000000000   0.0000000000
   0.3032843197   0.0000000000   0.0000000000
   0.3027842958   0.0000000000   0.0000000000
   0.3022817380   0.0000000000   0.0000000000
   0.3017766167   0.0000000000   0.0000000000
   0.3012689010   0.0000000000   0.0000000000
   0.3007585600   0.0000000000   0.0000000000
   0.3002455617   0.0000000000   0.0000000000
   0.2997298739   0.0000000000   0.0000000000
   0.2992114634   0.0000000000   0.0000000000
   0.2986902967   0.0000000000   0.0000000000
   0.2981663395   0.0000000000   0.0000000000
   0.2976395568   0.0000000000   0.0000000000
   0.2971099130   0.0000000000   0.0000000000
   0.2965773716   0.0000000000   0.0000000000
   0.2960418957   0.0000000000   0.0000000000
   0.2955034473   0.0000000000   0.0000000000
   0.2949619878   0.0000000000   0.0000000000
   0.2944174780   0.0000000000   0.0000000000
   0.2938698775   0.0000000000   0.0000000000
   0.2933191453   0.0000000000   0.0000000000
   0.2927652394   0.0000000000   0.0000000000
   0.2922081171   0.0000000000   0.0000000000
   0.2916477348   0.0000000000   0.0000000000
   0.2910840477   0.0000000000   0.0000000000
   0.2905170104   0.0000000000   0.0000000000
   0.2899465761   0.0000000000   0.0000000000
   0.2893726972   0.0000000000   0.0000000000
   0.2887953252   0.0000000000   0.0000000000
   0.2882144101   0.0000000000   0.0000000000
   0.2876299014   0.0000000000   0.0000000000
   0.2870417469   0.0000000000   0.0000000000
   0.2864498931   0.0000000000   0.0000000000
   0.2858542861   0.0000000000   0.0000000000
