   1.0009999999999999     
  2.00000000000000004E-002         501
   0.2150522311   0.0000000000   0.0000000000
   0.2147907967   0.0000000000   0.0000000000
   0.2145284227   0.0000000000   0.0000000000
   0.2142651004   0.0000000000   0.0000000000
   0.2140008215   0.0000000000   0.0000000000
   0.2137355770   0.0000000000   0.0000000000
   0.2134693580   0.0000000000   0.0000000000
   0.2132021555   0.0000000000   0.0000000000
   0.2129339603   0.0000000000   0.0000000000
   0.2126647627   0.0000000000   0.0000000000
   0.2123945536   0.0000000000   0.0000000000
   0.2121233229   0.0000000000   0.0000000000
   0.2118510610   0.0000000000   0.0000000000
   0.2115777576   0.0000000000   0.0000000000
   0.2113034026   0.0000000000   0.0000000000
   0.2110279854   0.0000000000   0.0000000000
   0.2107514954   0.0000000000   0.0000000000
   0.2104739220   0.0000000000   0.0000000000
   0.2101952539   0.0000000000   0.0000000000
   0.2099154799   0.0000000000   0.0000000000
   0.2096345886   0.0000000000   0.0000000000
   0.2093525682   0.0000000000   0.0000000000
   0.2090694070   0.0000000000   0.0000000000
   0.2087850927   0.0000000000   0.0000000000
   0.2084996128   0.0000000000   0.0000000000
   0.2082129549   0.0000000000   0.0000000000
   0.2079251059   0.0000000000   0.0000000000
   0.2076360527   0.0000000000   0.0000000000
   0.2073457819   0.0000000000   0.0000000000
   0.2070542797   0.0000000000   0.0000000000
   0.2067615321   0.0000000000   0.0000000000
   0.2064675246   0.0000000000   0.0000000000
   0.2061722428   0.0000000000   0.0000000000
   0.2058756717   0.0000000000   0.0000000000
   0.2055777958   0.0000000000   0.0000000000
   0.2052785996   0.0000000000   0.0000000000
   0.2049780671   0.0000000000   0.0000000000
   0.2046761819   0.0000000000   0.0000000000
   0.2043729271   0.0000000000   0.0000000000
   0.2040682857   0.0000000000   0.0000000000
   0.2037622400   0.0000000000   0.0000000000
   0.2034547720   0.0000000000   0.0000000000
   0.2031458633   0.0000000000   0.0000000000
   0.2028354949   0.0000000000   0.0000000000
   0.2025236474   0.0000000000   0.0000000000
   0.2022103009   0.0000000000   0.0000000000
   0.2018954351   0.0000000000   0.0000000000
   0.2015790289   0.0000000000   0.0000000000
   0.2012610607   0.0000000000   0.0000000000
   0.2009415087   0.0000000000   0.0000000000
   0.2006203498   0.0000000000   0.0000000000
   0.2002975610   0.0000000000   0.0000000000
   0.1999731181   0.0000000000   0.0000000000
   0.1996469964   0.0000000000   0.0000000000
   0.1993191706   0.0000000000   0.0000000000
   0.1989896144   0.0000000000   0.0000000000
   0.1986583009   0.0000000000   0.0000000000
   0.1983252025   0.0000000000   0.0000000000
   0.1979902904   0.0000000000   0.0000000000
   0.1976535351   0.0000000000   0.0000000000
   0.1973149061   0.0000000000   0.0000000000
   0.1969743722   0.0000000000   0.0000000000
   0.1966319007   0.0000000000   0.0000000000
   0.1962874582   0.0000000000   0.0000000000
   0.1959410099   0.0000000000   0.0000000000
   0.1955925200   0.0000000000   0.0000000000
   0.1952419515   0.0000000000   0.0000000000
   0.1948892658   0.0000000000   0.0000000000
   0.1945344231   0.0000000000   0.0000000000
   0.1941773822   0.0000000000   0.0000000000
   0.1938181003   0.0000000000   0.0000000000
   0.1934565329   0.0000000000   0.0000000000
   0.1930926339   0.0000000000   0.0000000000
   0.1927263552   0.0000000000   0.0000000000
   0.1923576470   0.0000000000   0.0000000000
   0.1919864574   0.0000000000   0.0000000000
   0.1916127324   0.0000000000   0.0000000000
   0.1912364155   0.0000000000   0.0000000000
   0.1908574480   0.0000000000   0.0000000000
   0.1904757686   0.0000000000   0.0000000000
   0.1900913130   0.0000000000   0.0000000000
   0.1897040144   0.0000000000   0.0000000000
   0.1893138026   0.0000000000   0.0000000000
   0.1889206040   0.0000000000   0.0000000000
   0.1885243417   0.0000000000   0.0000000000
   0.1881249348   0.0000000000   0.0000000000
   0.1877222984   0.0000000000   0.0000000000
   0.1873163430   0.0000000000   0.0000000000
   0.1869069748   0.0000000000   0.0000000000
   0.1864940944   0.0000000000   0.0000000000
   0.1860775974   0.0000000000   0.0000000000
   0.1856573732   0.0000000000   0.0000000000
   0.1852333048   0.0000000000   0.0000000000
   0.1848052683   0.0000000000   0.0000000000
   0.1843731323   0.0000000000   0.0000000000
   0.1839367571   0.0000000000   0.0000000000
   0.1834959941   0.0000000000   0.0000000000
   0.1830506849   0.0000000000   0.0000000000
   0.1826006604   0.0000000000   0.0000000000
   0.1821457396   0.0000000000   0.0000000000
   0.1816857288   0.0000000000   0.0000000000
   0.1812204197   0.0000000000   0.0000000000
   0.1807495883   0.0000000000   0.0000000000
   0.1802729931   0.0000000000   0.0000000000
