  1.00000000000000002E-003
  2.00000000000000004E-003         501
   0.1696236167   0.0000000000   0.0000000000
   0.1695544223   0.0000000000   0.0000000000
   0.1694850282   0.0000000000   0.0000000000
   0.1694154332   0.0000000000   0.0000000000
   0.1693456360   0.0000000000   0.0000000000
   0.1692756353   0.0000000000   0.0000000000
   0.1692054298   0.0000000000   0.0000000000
   0.1691350183   0.0000000000   0.0000000000
   0.1690643994   0.0000000000   0.0000000000
   0.1689935719   0.0000000000   0.0000000000
   0.1689225343   0.0000000000   0.0000000000
   0.1688512854   0.0000000000   0.0000000000
   0.1687798238   0.0000000000   0.0000000000
   0.1687081481   0.0000000000   0.0000000000
   0.1686362570   0.0000000000   0.0000000000
   0.1685641489   0.0000000000   0.0000000000
   0.1684918226   0.0000000000   0.0000000000
   0.1684192766   0.0000000000   0.0000000000
   0.1683465094   0.0000000000   0.0000000000
   0.1682735196   0.0000000000   0.0000000000
   0.1682003057   0.0000000000   0.0000000000
   0.1681268662   0.0000000000   0.0000000000
   0.1680531997   0.0000000000   0.0000000000
   0.1679793045   0.0000000000   0.0000000000
   0.1679051793   0.0000000000   0.0000000000
   0.1678308224   0.0000000000   0.0000000000
   0.1677562323   0.0000000000   0.0000000000
   0.1676814073   0.0000000000   0.0000000000
   0.1676063460   0.0000000000   0.0000000000
   0.1675310466   0.0000000000   0.0000000000
   0.1674555075   0.0000000000   0.0000000000
   0.1673797272   0.0000000000   0.0000000000
   0.1673037039   0.0000000000   0.0000000000
   0.1672274360   0.0000000000   0.0000000000
   0.1671509217   0.0000000000   0.0000000000
   0.1670741594   0.0000000000   0.0000000000
   0.1669971472   0.0000000000   0.0000000000
   0.1669198835   0.0000000000   0.0000000000
   0.1668423665   0.0000000000   0.0000000000
   0.1667645944   0.0000000000   0.0000000000
   0.1666865653   0.0000000000   0.0000000000
   0.1666082775   0.0000000000   0.0000000000
   0.1665297290   0.0000000000   0.0000000000
   0.1664509181   0.0000000000   0.0000000000
   0.1663718428   0.0000000000   0.0000000000
   0.1662925012   0.0000000000   0.0000000000
   0.1662128913   0.0000000000   0.0000000000
   0.1661330113   0.0000000000   0.0000000000
   0.1660528591   0.0000000000   0.0000000000
   0.1659724328   0.0000000000   0.0000000000
   0.1658917302   0.0000000000   0.0000000000
   0.1658107494   0.0000000000   0.0000000000
   0.1657294884   0.0000000000   0.0000000000
   0.1656479449   0.0000000000   0.0000000000
   0.1655661169   0.0000000000   0.0000000000
   0.1654840022   0.0000000000   0.0000000000
   0.1654015988   0.0000000000   0.0000000000
   0.1653189043   0.0000000000   0.0000000000
   0.1652359166   0.0000000000   0.0000000000
   0.1651526334   0.0000000000   0.0000000000
   0.1650690525   0.0000000000   0.0000000000
   0.1649851716   0.0000000000   0.0000000000
   0.1649009883   0.0000000000   0.0000000000
   0.1648165003   0.0000000000   0.0000000000
   0.1647317053   0.0000000000   0.0000000000
   0.1646466007   0.0000000000   0.0000000000
   0.1645611842   0.0000000000   0.0000000000
   0.1644754534   0.0000000000   0.0000000000
   0.1643894056   0.0000000000   0.0000000000
   0.1643030385   0.0000000000   0.0000000000
   0.1642163494   0.0000000000   0.0000000000
   0.1641293358   0.0000000000   0.0000000000
   0.1640419950   0.0000000000   0.0000000000
   0.1639543244   0.0000000000   0.0000000000
   0.1638663212   0.0000000000   0.0000000000
   0.1637779829   0.0000000000   0.0000000000
   0.1636893066   0.0000000000   0.0000000000
   0.1636002896   0.0000000000   0.0000000000
   0.1635109290   0.0000000000   0.0000000000
   0.1634212220   0.0000000000   0.0000000000
   0.1633311657   0.0000000000   0.0000000000
   0.1632407571   0.0000000000   0.0000000000
   0.1631499933   0.0000000000   0.0000000000
   0.1630588713   0.0000000000   0.0000000000
   0.1629673880   0.0000000000   0.0000000000
   0.1628755404   0.0000000000   0.0000000000
   0.1627833253   0.0000000000   0.0000000000
   0.1626907396   0.0000000000   0.0000000000
   0.1625977800   0.0000000000   0.0000000000
   0.1625044433   0.0000000000   0.0000000000
   0.1624107263   0.0000000000   0.0000000000
   0.1623166255   0.0000000000   0.0000000000
   0.1622221377   0.0000000000   0.0000000000
   0.1621272593   0.0000000000   0.0000000000
   0.1620319869   0.0000000000   0.0000000000
   0.1619363170   0.0000000000   0.0000000000
   0.1618402460   0.0000000000   0.0000000000
   0.1617437703   0.0000000000   0.0000000000
   0.1616468862   0.0000000000   0.0000000000
   0.1615495900   0.0000000000   0.0000000000
   0.1614518779   0.0000000000   0.0000000000
   0.1613537462   0.0000000000   0.0000000000
   0.1612551909   0.0000000000   0.0000000000
   0.1611562081   0.0000000000   0.0000000000
   0.1610567938   0.0000000000   0.0000000000
   0.1609569439   0.0000000000   0.0000000000
   0.1608566545   0.0000000000   0.0000000000
   0.1607559212   0.0000000000   0.0000000000
   0.1606547400   0.0000000000   0.0000000000
   0.1605531064   0.0000000000   0.0000000000
   0.1604510161   0.0000000000   0.0000000000
   0.1603484649   0.0000000000   0.0000000000
   0.1602454480   0.0000000000   0.0000000000
   0.1601419611   0.0000000000   0.0000000000
   0.1600379996   0.0000000000   0.0000000000
   0.1599335586   0.0000000000   0.0000000000
   0.1598286335   0.0000000000   0.0000000000
   0.1597232195   0.0000000000   0.0000000000
   0.1596173117   0.0000000000   0.0000000000
   0.1595109050   0.0000000000   0.0000000000
   0.1594039946   0.0000000000   0.0000000000
   0.1592965751   0.0000000000   0.0000000000
   0.1591886414   0.0000000000   0.0000000000
   0.1590801883   0.0000000000   0.0000000000
   0.1589712104   0.0000000000   0.0000000000
   0.1588617021   0.0000000000   0.0000000000
   0.1587516581   0.0000000000   0.0000000000
   0.1586410725   0.0000000000   0.0000000000
   0.1585299398   0.0000000000   0.0000000000
   0.1584182541   0.0000000000   0.0000000000
   0.1583060095   0.0000000000   0.0000000000
   0.1581931999   0.0000000000   0.0000000000
   0.1580798194   0.0000000000   0.0000000000
   0.1579658617   0.0000000000   0.0000000000
   0.1578513204   0.0000000000   0.0000000000
   0.1577361892   0.0000000000   0.0000000000
   0.1576204616   0.0000000000   0.0000000000
   0.1575041309   0.0000000000   0.0000000000
   0.1573871903   0.0000000000   0.0000000000
   0.1572696331   0.0000000000   0.0000000000
   0.1571514522   0.0000000000   0.0000000000
   0.1570326406   0.0000000000   0.0000000000
   0.1569131909   0.0000000000   0.0000000000
   0.1567930960   0.0000000000   0.0000000000
   0.1566723483   0.0000000000   0.0000000000
   0.1565509401   0.0000000000   0.0000000000
   0.1564288638   0.0000000000   0.0000000000
   0.1563061114   0.0000000000   0.0000000000
   0.1561826750   0.0000000000   0.0000000000
   0.1560585464   0.0000000000   0.0000000000
   0.1559337172   0.0000000000   0.0000000000
   0.1558081789   0.0000000000   0.0000000000
   0.1556819230   0.0000000000   0.0000000000
   0.1555549406   0.0000000000   0.0000000000
   0.1554272228   0.0000000000   0.0000000000
   0.1552987605   0.0000000000   0.0000000000
   0.1551695443   0.0000000000   0.0000000000
   0.1550395648   0.0000000000   0.0000000000
   0.1549088124   0.0000000000   0.0000000000
   0.1547772771   0.0000000000   0.0000000000
   0.1546449489   0.0000000000   0.0000000000
   0.1545118177   0.0000000000   0.0000000000
   0.1543778729   0.0000000000   0.0000000000
   0.1542431039   0.0000000000   0.0000000000
   0.1541074998   0.0000000000   0.0000000000
   0.1539710497   0.0000000000   0.0000000000
   0.1538337421   0.0000000000   0.0000000000
   0.1536955656   0.0000000000   0.0000000000
   0.1535565083   0.0000000000   0.0000000000
   0.1534165583   0.0000000000   0.0000000000
   0.1532757033   0.0000000000   0.0000000000
   0.1531339308   0.0000000000   0.0000000000
   0.1529912279   0.0000000000   0.0000000000
   0.1528475817   0.0000000000   0.0000000000
   0.1527029787   0.0000000000   0.0000000000
   0.1525574054   0.0000000000   0.0000000000
   0.1524108478   0.0000000000   0.0000000000
   0.1522632916   0.0000000000   0.0000000000
   0.1521147224   0.0000000000   0.0000000000
   0.1519651253   0.0000000000   0.0000000000
   0.1518144850   0.0000000000   0.0000000000
   0.1516627860   0.0000000000   0.0000000000
   0.1515100124   0.0000000000   0.0000000000
   0.1513561479   0.0000000000   0.0000000000
   0.1512011759   0.0000000000   0.0000000000
   0.1510450793   0.0000000000   0.0000000000
   0.1508878407   0.0000000000   0.0000000000
   0.1507294422   0.0000000000   0.0000000000
   0.1505698656   0.0000000000   0.0000000000
   0.1504090921   0.0000000000   0.0000000000
   0.1502471025   0.0000000000   0.0000000000
   0.1500838773   0.0000000000   0.0000000000
   0.1499193962   0.0000000000   0.0000000000
   0.1497536387   0.0000000000   0.0000000000
   0.1495865836   0.0000000000   0.0000000000
   0.1494182091   0.0000000000   0.0000000000
   0.1492484931   0.0000000000   0.0000000000
   0.1490774127   0.0000000000   0.0000000000
   0.1489049445   0.0000000000   0.0000000000
   0.1487310645   0.0000000000   0.0000000000
   0.1485557479   0.0000000000   0.0000000000
   0.1483789696   0.0000000000   0.0000000000
   0.1482007035   0.0000000000   0.0000000000
   0.1480209228   0.0000000000   0.0000000000
   0.1478396001   0.0000000000   0.0000000000
   0.1476567071   0.0000000000   0.0000000000
   0.1474722150   0.0000000000   0.0000000000
   0.1472860938   0.0000000000   0.0000000000
   0.1470983129   0.0000000000   0.0000000000
   0.1469088408   0.0000000000   0.0000000000
   0.1467176448   0.0000000000   0.0000000000
   0.1465246917   0.0000000000   0.0000000000
   0.1463299469   0.0000000000   0.0000000000
   0.1461333751   0.0000000000   0.0000000000
   0.1459349396   0.0000000000   0.0000000000
   0.1457346028   0.0000000000   0.0000000000
   0.1455323260   0.0000000000   0.0000000000
   0.1453280690   0.0000000000   0.0000000000
   0.1451217906   0.0000000000   0.0000000000
   0.1449134481   0.0000000000   0.0000000000
   0.1447029976   0.0000000000   0.0000000000
   0.1444903937   0.0000000000   0.0000000000
   0.1442755893   0.0000000000   0.0000000000
   0.1440585360   0.0000000000   0.0000000000
   0.1438391837   0.0000000000   0.0000000000
   0.1436174805   0.0000000000   0.0000000000
   0.1433933728   0.0000000000   0.0000000000
   0.1431668051   0.0000000000   0.0000000000
   0.1429377199   0.0000000000   0.0000000000
   0.1427060576   0.0000000000   0.0000000000
   0.1424717567   0.0000000000   0.0000000000
   0.1422347530   0.0000000000   0.0000000000
   0.1419949804   0.0000000000   0.0000000000
   0.1417523699   0.0000000000   0.0000000000
   0.1415068501   0.0000000000   0.0000000000
   0.1412583469   0.0000000000   0.0000000000
   0.1410067831   0.0000000000   0.0000000000
   0.1407520785   0.0000000000   0.0000000000
   0.1404941498   0.0000000000   0.0000000000
   0.1402329103   0.0000000000   0.0000000000
   0.1399682695   0.0000000000   0.0000000000
   0.1397001333   0.0000000000   0.0000000000
   0.1394284036   0.0000000000   0.0000000000
   0.1391529780   0.0000000000   0.0000000000
   0.1388737498   0.0000000000   0.0000000000
   0.1385906073   0.0000000000   0.0000000000
   0.1383034339   0.0000000000   0.0000000000
   0.1380121077   0.0000000000   0.0000000000
   0.1377165012   0.0000000000   0.0000000000
   0.1374164808   0.0000000000   0.0000000000
   0.1371119063   0.0000000000   0.0000000000
   0.1368026311   0.0000000000   0.0000000000
   0.1364885011   0.0000000000   0.0000000000
   0.1361693543   0.0000000000   0.0000000000
   0.1358450207   0.0000000000   0.0000000000
   0.1355153212   0.0000000000   0.0000000000
   0.1351800674   0.0000000000   0.0000000000
   0.1348390605   0.0000000000   0.0000000000
   0.1344920911   0.0000000000   0.0000000000
   0.1341389376   0.0000000000   0.0000000000
   0.1337793662   0.0000000000   0.0000000000
   0.1334131293   0.0000000000   0.0000000000
   0.1330399645   0.0000000000   0.0000000000
   0.1326595936   0.0000000000   0.0000000000
   0.1322717212   0.0000000000   0.0000000000
   0.1318760334   0.0000000000   0.0000000000
   0.1314721957   0.0000000000   0.0000000000
   0.1310598519   0.0000000000   0.0000000000
   0.1306386215   0.0000000000   0.0000000000
   0.1302080980   0.0000000000   0.0000000000
   0.1297678461   0.0000000000   0.0000000000
   0.1293173990   0.0000000000   0.0000000000
   0.1288562552   0.0000000000   0.0000000000
   0.1283838755   0.0000000000   0.0000000000
   0.1278996781   0.0000000000   0.0000000000
   0.1274030352   0.0000000000   0.0000000000
   0.1268932669   0.0000000000   0.0000000000
   0.1263696362   0.0000000000   0.0000000000
   0.1258313416   0.0000000000   0.0000000000
   0.1252775100   0.0000000000   0.0000000000
   0.1247071876   0.0000000000   0.0000000000
   0.1241193297   0.0000000000   0.0000000000
   0.1235127885   0.0000000000   0.0000000000
   0.1228862998   0.0000000000   0.0000000000
   0.1222384657   0.0000000000   0.0000000000
   0.1215677359   0.0000000000   0.0000000000
   0.1208723844   0.0000000000   0.0000000000
   0.1201504816   0.0000000000   0.0000000000
   0.1193998616   0.0000000000   0.0000000000
   0.1186180813   0.0000000000   0.0000000000
   0.1178023715   0.0000000000   0.0000000000
   0.1169495757   0.0000000000   0.0000000000
   0.1160560750   0.0000000000   0.0000000000
   0.1151176922   0.0000000000   0.0000000000
   0.1141295713   0.0000000000   0.0000000000
   0.1130860219   0.0000000000   0.0000000000
   0.1119803161   0.0000000000   0.0000000000
   0.1108044196   0.0000000000   0.0000000000
   0.1095486297   0.0000000000   0.0000000000
   0.1082010787   0.0000000000   0.0000000000
   0.1067470360   0.0000000000   0.0000000000
   0.1051679044   0.0000000000   0.0000000000
   0.1034397324   0.0000000000   0.0000000000
   0.1015309311   0.0000000000   0.0000000000
   0.0993986212   0.0000000000   0.0000000000
   0.0969824802   0.0000000000   0.0000000000
   0.0941936926   0.0000000000   0.0000000000
   0.0908933668   0.0000000000   0.0000000000
   0.0868452817   0.0000000000   0.0000000000
   0.0815936143   0.0000000000   0.0000000000
   0.0740459860   0.0000000000   0.0000000000
   0.0598489207   0.0000000000   0.0000000000
