# nDesignPoints  200  nParams:  3 
# default run is the final run listed
# min, max, default
#  5   19   10 
#  0   112   50 
#  0   0.2   0.05 
# Zr	Fescp	Fbary
   7.0055065e+00   3.9422026e+00   1.7501447e-01
   7.0798241e+00   8.9986309e+01   2.2679447e-02
   7.1540402e+00   5.0450934e+01   3.6334575e-03
   7.2261707e+00   1.4794913e+01   7.9053171e-02
   7.2484829e+00   8.7676285e+01   9.0401621e-02
   7.3763891e+00   5.8793534e+01   4.4923863e-02
   7.3897937e+00   2.2813040e+01   1.4002530e-01
   7.4528193e+00   4.8347526e+01   8.1268610e-02
   7.5848086e+00   4.7651940e+01   1.3945729e-01
   7.6320380e+00   3.7059546e+01   3.7605243e-02
   7.6812098e+00   9.3046650e+01   5.2386646e-02
   7.7511513e+00   6.3268165e+00   1.0892885e-01
   7.8363656e+00   3.1891756e+01   1.8399528e-01
   7.8959846e+00   5.6296543e+01   1.5197164e-01
   8.0078310e+00   1.0722193e+02   8.5802342e-02
   8.0722059e+00   3.9314523e+01   5.9409845e-02
   8.1400602e+00   9.7157621e+01   1.8728056e-01
   8.1572350e+00   9.1600450e+00   3.5465925e-02
   8.2883373e+00   3.8680830e+01   1.0794380e-02
   8.3332094e+00   8.2102550e-01   8.9406744e-02
   8.3861893e+00   3.7078395e+00   5.5331226e-02
   8.4858768e+00   2.4520364e+01   4.6136365e-02
   8.5547338e+00   9.6500024e+01   1.4932386e-01
   8.6173037e+00   1.1150963e+02   5.6535844e-02
   8.6830220e+00   1.8488647e+01   7.0269857e-02
   8.7106934e+00   3.6924200e+01   1.7135287e-01
   8.7918573e+00   6.1053834e+01   1.1902986e-01
   8.8994593e+00   1.0140684e+02   2.8879613e-02
   8.9268543e+00   2.9688987e+01   7.6831088e-02
   9.0359004e+00   4.1364171e+01   1.5334432e-01
   9.0749533e+00   3.4388958e+01   2.3258144e-02
   9.1811773e+00   4.9099643e+01   1.3537128e-01
   9.2542311e+00   1.0406865e+02   1.8533775e-01
   9.3203389e+00   3.7838367e+01   1.2715313e-01
   9.3591331e+00   8.4877663e+01   1.2224341e-01
   9.4667277e+00   1.0130290e+02   1.0621919e-01
   9.5468809e+00   3.5454230e+01   4.1121085e-02
   9.5776236e+00   9.9328078e+01   5.1562172e-02
   9.6781810e+00   1.6651735e+01   9.8707062e-02
   9.7527548e+00   5.2683300e+01   2.1607234e-02
   9.8152264e+00   5.2111410e+01   1.6448339e-01
   9.8734605e+00   1.0883207e+02   2.9657753e-02
   9.9276626e+00   2.0345696e+01   1.6224555e-01
