# nDesignPoints  200  nParams:  3 
# default run is the final run listed
# min, max, default
#  5   19   10 
#  0   112   50 
#  0   0.2   0.05 
# Zr	Fescp	Fbary
   1.4883430e+01   4.6400196e+01   1.1534971e-01
   1.4959188e+01   5.1050353e+01   1.8429415e-01
   1.5067729e+01   2.9145764e+01   6.1461778e-02
   1.5080310e+01   2.5194174e+01   2.8613422e-02
   1.5211732e+01   5.3578683e+01   3.3038712e-02
   1.5276184e+01   2.2623187e+01   1.9224098e-01
   1.5312755e+01   4.1392199e+01   9.8270777e-02
   1.5418194e+01   2.5281279e+01   8.4486062e-02
   1.5451486e+01   1.0717557e+02   8.8468497e-02
   1.5547818e+01   9.0087598e+01   3.1181707e-02
   1.5613368e+01   4.4889895e+00   1.5186190e-01
   1.5640370e+01   8.9574740e+01   6.5048083e-02
   1.5759853e+01   1.0901203e+01   1.2152146e-01
   1.5790599e+01   8.3622411e+01   1.1401082e-01
   1.5895480e+01   7.0569682e+01   6.2438742e-03
   1.5926429e+01   2.4999819e+00   3.0902877e-02
   1.6034055e+01   8.2156219e+01   4.3140670e-02
   1.6125013e+01   3.5057363e+01   1.2335780e-01
   1.6153862e+01   1.0578628e+02   1.5924703e-01
   1.6210990e+01   8.5143293e+01   1.3433833e-01
   1.6324212e+01   1.2057346e+01   7.0479726e-02
   1.6365626e+01   3.9290801e+01   1.5461954e-01
   1.6478396e+01   1.0429096e+02   6.6266692e-02
   1.6545800e+01   1.7660652e+01   1.7618590e-01
   1.6558711e+01   7.7850029e+01   1.8714669e-02
   1.6654893e+01   2.1778760e+00   5.8745279e-02
   1.6735325e+01   2.3835079e+01   9.3867696e-02
   1.6783274e+01   3.6270059e+01   7.4690702e-02
   1.6851684e+01   2.6313890e+01   3.7960426e-02
   1.6957571e+01   5.7469243e+01   5.5091336e-02
   1.6984756e+01   9.8127351e+01   4.2866293e-03
   1.7092353e+01   2.1700696e+01   6.7041818e-02
   1.7112944e+01   6.6607598e+01   9.6824855e-02
   1.7209584e+01   9.9794945e+01   9.2316401e-02
   1.7290383e+01   2.4178239e+01   1.8859265e-01
   1.7364520e+01   2.3423452e+01   1.6568962e-01
   1.7424866e+01   1.1176767e+02   1.1755518e-01
   1.7520696e+01   5.2512771e+01   1.3194005e-01
   1.7570802e+01   2.2339790e+01   1.5381160e-02
   1.7603246e+01   1.4351329e+01   1.5046593e-01
   1.7670026e+01   4.7731945e+01   1.5307189e-01
   1.7749851e+01   5.0421454e+01   1.0428477e-01
   1.7814057e+01   2.6864674e+01   1.4524057e-01
   1.7886797e+01   8.0958613e+01   3.2922815e-02
   1.7950362e+01   1.0297998e+02   3.5668808e-02
   1.8062442e+01   5.9875382e+01   3.0272308e-03
   1.8100499e+01   6.7270693e+01   1.7218922e-01
   1.8162429e+01   3.9983039e+01   9.5730297e-02
   1.8237578e+01   1.6601747e+01   1.9189674e-01
   1.8335215e+01   7.1885885e+01   1.4412242e-01
   1.8381760e+01   3.8712431e+01   8.8354486e-03
   1.8442242e+01   1.1374409e+01   1.1895067e-01
   1.8553944e+01   9.4900875e+01   2.1153458e-02
   1.8580855e+01   4.3224827e+01   1.7331912e-01
   1.8665410e+01   6.2833600e+01   1.2547652e-01
   1.8744382e+01   2.9903265e+01   1.5759636e-01
   1.8850464e+01   7.7790178e+01   8.7607007e-02
   1.8889271e+01   7.9892483e+01   1.1194003e-01
   1.8968938e+01   6.3641874e+00   4.0719030e-02
   5.0282638e+00   2.3190432e-02   6.2426136e-05
   5.0848354e+00   7.1425966e+01   1.9914994e-01
   5.1871659e+00   2.7741249e+01   1.4008569e-01
   5.2789026e+00   5.3133936e+01   1.9772586e-01
   5.3131462e+00   9.4090967e+01   2.2909618e-02
   5.3530493e+00   6.9027609e+01   5.9246471e-02
   5.4730122e+00   4.0494898e+01   4.6292128e-02
   5.5084623e+00   5.6735094e+01   1.0992936e-01
   5.5723262e+00   6.0217434e+01   1.6668729e-01
   5.6548194e+00   7.0535475e+01   2.3217104e-02
   5.7166253e+00   7.9490126e+01   8.2206943e-02
   5.7769669e+00   3.0824165e+01   1.1895458e-02
   5.8505036e+00   1.0099681e+02   1.4240845e-01
   5.9200145e+00   1.8793903e+01   1.9834254e-02
   5.9916196e+00   8.2793204e+01   4.8458594e-02
   6.0973891e+00   1.2494481e+01   1.0832232e-01
   6.1533041e+00   3.2706349e+01   8.3673287e-02
   6.2299165e+00   1.0949676e+02   1.7093362e-01
   6.3276764e+00   9.6364678e+01   2.0383343e-03
   6.3792953e+00   2.7413108e+01   1.0195567e-01
   6.4113270e+00   9.1800654e+01   7.1280570e-02
   6.4740691e+00   6.8420847e+01   1.8188218e-01
   6.5415457e+00   4.9907942e+01   4.5273463e-02
   6.6549625e+00   6.0932690e+01   1.5268423e-01
   6.7136705e+00   1.0589935e+02   2.6799558e-02
   6.7754226e+00   9.5577385e+00   1.9577347e-01
   6.8457441e+00   4.9057826e+01   1.7508127e-01
   6.9218270e+00   2.0474541e+01   1.4620572e-01
   6.9910285e+00   9.1258043e+01   1.2713858e-01
   7.0360261e+00   1.1128191e+02   7.9070464e-02
   7.1644609e+00   7.4658386e+01   1.2864576e-01
   7.1915103e+00   7.8564535e+00   6.2637296e-02
   7.2752018e+00   1.0414415e+02   1.7847037e-01
   7.3687635e+00   7.3440605e+01   1.6484380e-01
   7.4083723e+00   8.7612060e+01   1.0976371e-03
   7.4547073e+00   6.3934218e+01   1.3040564e-01
   7.5755249e+00   8.8626340e+01   1.7769216e-01
   7.6226996e+00   7.8612376e+01   1.8234208e-01
   7.7020976e+00   3.7554864e+01   3.9679097e-02
   7.7343019e+00   4.5278658e+01   6.3221510e-02
   7.8530210e+00   8.7112002e+00   1.6811065e-01
   7.8802845e+00   3.7038288e+01   1.8798559e-01
   7.9456070e+00   6.5969276e+01   5.7877499e-02
   8.0530544e+00   1.3747829e+01   1.8605247e-01
   8.0896376e+00   7.7153259e+01   1.4326218e-01
   8.1856301e+00   3.4530368e+00   2.9117426e-02
   8.2641553e+00   8.1430627e+01   2.7404990e-02
   8.3069841e+00   2.8041766e+00   1.4796116e-01
   8.4276609e+00   9.6088708e+01   5.2447802e-02
   8.4897978e+00   4.2369264e+01   1.2263354e-01
   8.5328509e+00   1.0798533e+02   1.0321375e-01
   8.6188846e+00   6.6773144e+01   1.2061643e-01
   8.6882707e+00   9.9102404e+01   1.9337940e-01
   8.7302691e+00   4.3717242e+01   3.8511227e-02
   8.7969292e+00   1.0195404e+02   1.3250794e-01
   8.9127565e+00   7.5987938e+01   9.4642901e-02
   8.9683574e+00   3.8596683e+01   1.5547940e-01
   9.0547580e+00   2.8456061e+01   7.6275615e-02
   9.1103318e+00   6.1310996e+01   9.7636492e-02
   9.1300924e+00   1.0827817e+02   1.9842945e-01
   9.2405751e+00   3.5315497e+01   1.7416763e-01
   9.2965323e+00   9.4268741e+00   8.9697063e-02
   9.3790907e+00   5.3663637e+00   1.9077291e-01
   9.4520190e+00   9.6893573e+01   7.3214729e-02
   9.4837269e+00   8.8050425e+01   1.6716122e-01
   9.5923790e+00   4.9689337e+01   1.3959349e-01
   9.6219477e+00   8.5844729e+01   7.8337229e-02
   9.6908175e+00   6.5226083e+01   7.5833756e-02
   9.8154671e+00   8.0257916e+01   1.1214176e-01
   9.8539171e+00   4.8563623e+01   7.2478254e-02
   9.9268241e+00   1.8232132e+01   2.5723586e-02
   9.9737712e+00   4.7226678e+01   1.1605078e-01
