# nDesignPoints  200  nParams:  3 
# default run is the final run listed
# min, max, default
#  5   19   10 
#  0   112   50 
#  0   0.2   0.05 
# Zr	Fescp	Fbary
   1.3629179e+01   3.5496551e+01   2.4578913e-02
   1.3713585e+01   1.2664044e+01   1.7962631e-01
   1.3755792e+01   8.4778277e+01   6.0358347e-02
   1.3844982e+01   2.1680263e+01   1.5458455e-01
   1.3911344e+01   8.9515949e+01   3.7537537e-02
   1.4016435e+01   9.1034072e+01   1.5221686e-01
   1.4082392e+01   4.0325212e+01   1.6674006e-01
   1.4164803e+01   7.0560645e+01   1.3346536e-01
   1.4178714e+01   5.6547097e+01   1.4008559e-01
   1.4289498e+01   2.0429833e+01   1.2980989e-01
   1.4334947e+01   6.2840496e+01   1.7566109e-01
   1.4415359e+01   8.7329568e+01   2.0585474e-02
   1.4454969e+01   5.7849625e+01   7.5314708e-02
   1.4521616e+01   4.9912678e+01   3.2691820e-02
   1.4617863e+01   6.7812151e+01   9.1912541e-02
   1.4673430e+01   6.5359577e+01   2.9704151e-02
   1.4746579e+01   3.2551800e+01   1.0165386e-01
   1.4806415e+01   2.7387779e+00   1.3295070e-01
   1.4923715e+01   7.3060869e+01   1.5701468e-01
   1.4984189e+01   8.2283371e+01   1.6703786e-01
   1.5042331e+01   1.7869369e+00   1.9160188e-01
   1.5081839e+01   3.8739578e+00   2.8112058e-02
   1.5189458e+01   3.7409715e+01   8.5334878e-02
   1.5251309e+01   8.3934913e+01   1.8585250e-01
   1.5301883e+01   8.5041071e+00   1.6331779e-01
   1.5397288e+01   7.8365079e+01   7.3623058e-02
   1.5483829e+01   1.1742525e+01   7.8816934e-02
   1.5509905e+01   5.8629321e+01   2.7224111e-03
   1.5594282e+01   5.1843695e+01   1.7076984e-02
   1.5651211e+01   9.7224619e+01   1.8341244e-01
   1.5776602e+01   3.5873500e+01   1.6769644e-03
   1.5783542e+01   1.1197032e+02   7.3798031e-03
   1.5919206e+01   6.4165272e+01   1.8969826e-01
   1.5989691e+01   9.2676478e+01   2.7274773e-02
   1.6010973e+01   8.3319004e+01   1.2256558e-01
   1.6102994e+01   4.8298682e+01   1.3595239e-01
   1.6170565e+01   2.5352831e+01   1.0211846e-01
   1.6267471e+01   1.0178541e+02   1.2051303e-01
   1.6277509e+01   1.1066189e+02   3.5238791e-02
   1.6355437e+01   5.2483480e+01   1.5376686e-01
   1.6418921e+01   3.0047722e+01   1.6895609e-01
   1.6521222e+01   8.7741431e+01   8.6067952e-03
   1.6551899e+01   5.9011501e+01   6.1719231e-02
   1.6641892e+01   8.0799967e+01   1.5901384e-01
   1.6743916e+01   4.1081066e+00   5.7883760e-02
   1.6821232e+01   7.0415920e+01   1.4303338e-01
   1.6889316e+01   7.9251071e-01   9.4667457e-02
   1.6929785e+01   3.6904612e+01   1.4072826e-02
   1.6975999e+01   1.0363858e+02   1.0057248e-01
   1.7083620e+01   3.8743189e+01   1.6264366e-01
   1.7160342e+01   2.7227883e+01   7.2214888e-02
   1.7217924e+01   3.9677554e+01   9.5410387e-02
   1.7283541e+01   3.9818841e+01   1.8047056e-01
   1.7357509e+01   6.2664198e+01   4.1044242e-02
   1.7393252e+01   1.9247963e+01   1.4999173e-01
   1.7490139e+01   4.9615285e+01   4.0954359e-02
   1.7589915e+01   1.0464059e+02   1.4230387e-01
   1.7660543e+01   3.7740327e+01   1.2523555e-01
   1.7706087e+01   1.4895963e+01   1.7878445e-01
   1.7809299e+01   1.5724200e+01   1.9955890e-01
   1.7835451e+01   6.0041955e+01   1.9041828e-01
   1.7909794e+01   7.5345099e+01   1.8834030e-01
   1.7966022e+01   5.4305738e+01   1.0507936e-01
   1.8044854e+01   5.2945899e+01   1.3915882e-02
   1.8110873e+01   2.8753494e+01   8.9109053e-02
   1.8203957e+01   2.6423429e+01   1.6949682e-01
   1.8240343e+01   9.3418993e+01   1.4454109e-01
   1.8319319e+01   3.8334432e+01   1.5139490e-01
   1.8372633e+01   1.0951665e+02   1.9446110e-01
   1.8445897e+01   1.0503477e+02   6.4387193e-02
   1.8572617e+01   2.4762336e+01   1.1648189e-01
   1.8582936e+01   1.0609994e+02   8.8772522e-02
   1.8682562e+01   3.3060924e+01   4.4631580e-02
   1.8777106e+01   2.7583567e+01   1.0407098e-02
   1.8858091e+01   7.4668504e+01   6.5368224e-02
   1.8900234e+01   1.3255642e+01   8.0708875e-02
   1.8968183e+01   9.5492810e+01   5.6827272e-02
   5.0410973e+00   3.9914881e-01   1.8004056e-04
   5.0939168e+00   7.2388709e+01   1.3634045e-01
   5.1548901e+00   6.9621710e+00   1.9598844e-01
   5.2174388e+00   8.1752562e+01   1.7385548e-01
   5.3063711e+00   1.8629104e+01   1.3039350e-01
   5.3887208e+00   7.1240890e+01   7.7138376e-02
   5.4654532e+00   5.4933388e+01   1.2437924e-01
   5.5523338e+00   1.0013497e+02   1.1328377e-01
   5.5872135e+00   9.3954667e+01   3.6679939e-02
   5.6507637e+00   9.2045336e+01   1.8762696e-01
   5.7485540e+00   3.0297433e+01   7.9482895e-02
   5.8173489e+00   2.2564749e+01   1.1284591e-01
   5.9048597e+00   4.8742133e+01   4.9034472e-02
   5.9147876e+00   7.1949976e+01   1.5697717e-01
   5.9988939e+00   1.0759434e+02   9.9339544e-02
   6.1029440e+00   6.1830779e+01   9.2653701e-02
   6.1601003e+00   8.1384964e+00   3.8526703e-02
   6.2427930e+00   7.3908551e+01   1.0423369e-01
   6.3235784e+00   4.5759076e+01   4.8445613e-03
   6.3304411e+00   8.2565101e+01   1.4622818e-01
   6.4028083e+00   4.3452188e+01   3.0896495e-02
   6.5236025e+00   3.1327516e+01   1.9639930e-02
   6.5505712e+00   6.7535498e+01   7.1898395e-02
   6.6416054e+00   2.2361636e+01   5.0227269e-02
   6.7338986e+00   6.8805153e+01   1.2752268e-01
   6.7645232e+00   1.6656521e+01   1.1802875e-01
   6.8476126e+00   6.3607412e+01   1.4564651e-01
   6.9389743e+00   9.5764650e+01   3.3836977e-02
   7.0185887e+00   3.4989022e+01   5.9340732e-02
   7.0905612e+00   1.5591919e+01   1.3786245e-01
   7.1051430e+00   6.4751951e+01   1.0631377e-01
   7.1979495e+00   2.5844944e+01   7.6383088e-02
   7.2691174e+00   7.9591075e+01   4.5201532e-02
   7.3759342e+00   8.8893202e+01   5.5348643e-02
   7.4153227e+00   1.5541721e+00   1.6139822e-01
   7.5097759e+00   9.6925203e+00   6.3972327e-02
   7.5672558e+00   1.1128618e+02   3.9676470e-02
   7.6180878e+00   4.6174371e+01   1.5068654e-01
   7.6667676e+00   8.4516799e+01   1.3184470e-01
   7.7891568e+00   4.7510991e+00   5.6275847e-03
   7.8110448e+00   1.0318460e+01   8.7900464e-02
   7.8911311e+00   5.9735021e+01   1.1996070e-01
   8.0053685e+00   2.9222848e+01   1.5501663e-01
   8.0643497e+00   1.0736588e+02   1.6531294e-01
   8.1147271e+00   2.8019741e+01   4.3267910e-02
   8.2117175e+00   9.1443300e+01   1.8253977e-02
   8.2566115e+00   5.1314912e+01   1.8249619e-01
   8.3314556e+00   8.6780984e+01   1.7287782e-01
   8.4178561e+00   1.7470876e+01   1.4759791e-01
   8.4491704e+00   2.4085625e+01   2.3133727e-02
   8.5379400e+00   8.5564437e+01   1.1126251e-01
   8.5982403e+00   9.8489173e+01   4.2471312e-02
   8.7066021e+00   4.5256913e+01   8.6224188e-02
   8.7564200e+00   2.0756446e+01   1.7617459e-01
   8.8152100e+00   4.0977448e+01   2.1624896e-02
   8.9035069e+00   2.8734065e+00   5.8076712e-02
   8.9699352e+00   8.0423640e+01   6.6006101e-02
   8.9900098e+00   1.0320087e+02   1.3432547e-01
   9.0823474e+00   8.8461241e+01   1.3838870e-01
   9.1837360e+00   4.7804239e+01   8.4031959e-02
   9.2020790e+00   1.0060220e+02   1.8408154e-01
   9.2757027e+00   4.4324552e+01   1.3932539e-01
   9.3846605e+00   7.4201628e+01   9.7439572e-02
   9.4234666e+00   8.9611311e+01   1.6495228e-01
   9.5492538e+00   9.9633083e+01   7.4435253e-02
   9.5726441e+00   6.0500518e+01   8.2440473e-02
   9.6436313e+00   5.5466762e+00   1.5802020e-02
   9.7557982e+00   1.6826711e+01   5.1701769e-02
   9.7892804e+00   1.4166766e+01   1.0760525e-01
   9.8924748e+00   1.0651674e+01   6.9796100e-02
   9.9059323e+00   6.6074667e+01   1.7076866e-01
