# nDesignPoints  200  nParams:  3 
# default run is the final run listed
# min, max, default
#  5   19   10 
#  0   112   50 
#  0   0.2   0.05 
# Zr	Fescp	Fbary
   5.4218014e+00   3.8173595e+01   6.0012865e-02
   5.4926078e+00   9.4288152e+01   2.0573111e-02
   5.5851440e+00   3.1610539e+01   1.5548319e-02
   5.6661047e+00   5.4271635e+01   1.6385065e-01
   5.7260557e+00   1.4095336e+01   1.0811870e-01
   5.8315922e+00   9.0604004e+01   2.9178812e-02
   5.8775877e+00   2.1296414e+01   1.9619774e-01
   5.9737042e+00   8.9436279e+01   9.4499862e-02
   6.0268547e+00   9.3572268e+00   8.6059635e-02
   6.1172332e+00   4.3655844e+01   4.6624601e-02
   6.1368794e+00   4.5950801e+01   7.0629993e-02
   6.1962910e+00   7.8405715e+00   3.2762425e-02
   6.2921642e+00   9.5281658e+01   1.1825837e-03
   6.3849082e+00   6.1847214e+01   1.0980151e-02
   6.4045247e+00   2.7975510e+01   1.2237560e-01
   6.4811534e+00   1.0843653e+02   9.6681939e-02
   6.5538289e+00   8.2070234e+01   7.7591727e-02
   6.6712030e+00   6.4301276e+01   1.5783009e-01
   6.7240791e+00   1.0800315e+02   7.4931028e-02
   6.7862331e+00   4.4138321e+01   1.3242881e-01
   6.8316164e+00   5.5936160e+01   5.7569303e-02
   6.9062392e+00   8.8047237e+01   1.8890679e-01
   7.0205271e+00   6.8103837e+01   8.3452733e-02
   7.0919905e+00   7.4441599e+01   1.9387560e-01
   7.1617975e+00   9.5763646e+01   1.3496937e-01
   7.1973640e+00   1.7224338e+01   1.1054133e-01
   7.2811754e+00   3.6025638e+01   1.4303818e-01
   7.3722947e+00   1.5819771e+01   1.4798763e-02
   7.3835808e+00   1.0205725e+02   3.1720869e-02
   7.4810051e+00   5.2084556e+01   8.2176302e-02
   7.5592828e+00   1.8515984e+01   8.9564902e-02
   7.5992187e+00   3.0096483e+01   1.6184177e-01
   7.7011465e+00   4.7813415e+01   1.8540739e-01
   7.7716524e+00   6.9406788e+01   1.1459851e-01
   7.8405601e+00   8.2984477e+01   9.3128976e-03
   7.9363230e+00   4.9006452e+01   5.8233930e-02
   7.9847171e+00   1.0128836e+02   1.0408132e-01
   8.0226513e+00   3.9889416e+01   1.0545498e-01
   8.1381117e+00   5.8920086e+01   2.2034906e-02
   8.1607956e+00   7.2818359e+01   1.5916305e-01
   8.2488171e+00   2.2115147e+01   1.2861047e-01
   8.3053301e+00   9.1275748e+01   1.9867922e-01
   8.4220451e+00   4.3034025e+01   1.6589785e-01
   8.4465877e+00   5.8001434e+00   1.5112967e-01
   8.5227527e+00   1.3218936e+01   7.8644848e-02
   8.5983595e+00   4.6825935e+01   1.1819003e-01
   8.6498576e+00   6.6633870e+01   7.2501281e-02
   8.7586786e+00   1.1005979e+02   3.3362751e-02
   8.8099781e+00   3.2603556e+00   4.3254059e-02
   8.9084716e+00   2.2465837e+01   8.5294240e-02
   8.9770337e+00   7.7972584e+01   1.9265500e-01
   9.0073141e+00   7.5261335e+01   2.5579666e-02
   9.0963445e+00   6.3131281e+01   1.6007275e-01
   9.1452450e+00   6.3717550e+01   1.2653694e-01
   9.2172507e+00   4.0742266e+01   1.3542611e-01
   9.3061293e+00   4.1491971e+01   2.1243502e-02
   9.3840946e+00   5.7155298e+01   1.0199309e-01
   9.4400283e+00   1.2440492e+01   2.8956483e-02
   9.4836363e+00   4.7265067e+01   5.6984802e-02
   9.5514150e+00   4.9365980e+01   7.5216589e-02
   9.6551889e+00   8.6012017e+01   1.3116573e-01
   9.6908434e+00   5.7095558e+01   1.8025536e-01
   9.7892887e+00   7.6899397e+01   4.1713135e-02
   9.8589849e+00   1.0898312e+02   1.6939253e-01
   9.9498831e+00   1.0396058e+02   2.4437132e-02
